time,ton,thrust,mfr,vl,anomaly_code
2021-08-22 08:00:00.000,0,0.0004118427323051,0.0,0.0,
2021-08-22 08:00:00.010,0,-0.0045939924806919,0.0,0.0,
2021-08-22 08:00:00.020,0,0.0071398881769683,0.0,0.0,
2021-08-22 08:00:00.030,0,-0.0018301570125413,0.0,0.0,
2021-08-22 08:00:00.040,0,0.0048886574385789,0.0,0.0,
2021-08-22 08:00:00.050,0,0.0007762099422729,0.0,0.0,
2021-08-22 08:00:00.060,0,0.0011638411150746,0.0,0.0,
2021-08-22 08:00:00.070,0,-0.0003129635666344,0.0,0.0,
2021-08-22 08:00:00.080,0,-0.0044262285513446,0.0,0.0,
2021-08-22 08:00:00.090,0,-0.008529122754091,0.0,0.0,
2021-08-22 08:00:00.100,0,-0.0004809131680725,0.0,0.0,
2021-08-22 08:00:00.110,0,0.0024456906827583,0.0,0.0,
2021-08-22 08:00:00.120,0,0.0015698706685331,0.0,0.0,
2021-08-22 08:00:00.130,0,0.0023672144182415,0.0,0.0,
2021-08-22 08:00:00.140,0,0.001900410315631,0.0,0.0,
2021-08-22 08:00:00.150,0,0.0006412213362600001,0.0,0.0,
2021-08-22 08:00:00.160,0,0.0077253339692387,0.0,0.0,
2021-08-22 08:00:00.170,0,-0.0009811146882181,0.0,0.0,
2021-08-22 08:00:00.180,0,-0.007010793490933,0.0,0.0,
2021-08-22 08:00:00.190,0,-0.004048928725914,0.0,0.0,
2021-08-22 08:00:00.200,0,-0.0003656769640943,0.0,0.0,
2021-08-22 08:00:00.210,0,-0.0078835862999046,0.0,0.0,
2021-08-22 08:00:00.220,0,-0.0032870265149838,0.0,0.0,
2021-08-22 08:00:00.230,0,-0.002589186726007,0.0,0.0,
2021-08-22 08:00:00.240,0,0.0015596550334713,0.0,0.0,
2021-08-22 08:00:00.250,0,-0.0042621653865357,0.0,0.0,
2021-08-22 08:00:00.260,0,-0.0037423570802437,0.0,0.0,
2021-08-22 08:00:00.270,0,0.0042860618667699,0.0,0.0,
2021-08-22 08:00:00.280,0,0.0059721413695773,0.0,0.0,
2021-08-22 08:00:00.290,0,0.0044283626868293,0.0,0.0,
2021-08-22 08:00:00.300,0,-0.0021353344094807,0.0,0.0,
2021-08-22 08:00:00.310,0,0.0044332899107348,0.0,0.0,
2021-08-22 08:00:00.320,0,0.0036604546936402,0.0,0.0,
2021-08-22 08:00:00.330,0,0.0007371011150235,0.0,0.0,
2021-08-22 08:00:00.340,0,0.0056237849466092,0.0,0.0,
2021-08-22 08:00:00.350,0,-0.0026568655789724,0.0,0.0,
2021-08-22 08:00:00.360,0,-0.0024207550669706,0.0,0.0,
2021-08-22 08:00:00.370,0,0.0011870369722227,0.0,0.0,
2021-08-22 08:00:00.380,0,0.0009342532202827,0.0,0.0,
2021-08-22 08:00:00.390,0,-0.0015277628287023,0.0,0.0,
2021-08-22 08:00:00.400,0,-0.0032028740085231,0.0,0.0,
2021-08-22 08:00:00.410,0,-8.202703327571615e-05,0.0,0.0,
2021-08-22 08:00:00.420,0,-0.0017276319517209,0.0,0.0,
2021-08-22 08:00:00.430,0,-0.0055397520935898,0.0,0.0,
2021-08-22 08:00:00.440,0,4.459007383625656e-05,0.0,0.0,
2021-08-22 08:00:00.450,0,-0.0025381639354767,0.0,0.0,
2021-08-22 08:00:00.460,0,0.0033148083397973,0.0,0.0,
2021-08-22 08:00:00.470,0,-0.0032650039275943,0.0,0.0,
2021-08-22 08:00:00.480,0,0.0018626447731766,0.0,0.0,
2021-08-22 08:00:00.490,0,0.0002234522544921,0.0,0.0,
2021-08-22 08:00:00.500,0,-0.0014534924189667,0.0,0.0,
2021-08-22 08:00:00.510,0,-0.0034189109943704,0.0,0.0,
2021-08-22 08:00:00.520,0,-0.0035705895311715,0.0,0.0,
2021-08-22 08:00:00.530,0,0.0028858753757897,0.0,0.0,
2021-08-22 08:00:00.540,0,-0.0015646675428159,0.0,0.0,
2021-08-22 08:00:00.550,0,-0.0063281122852002,0.0,0.0,
2021-08-22 08:00:00.560,0,0.0016701582198159,0.0,0.0,
2021-08-22 08:00:00.570,0,0.0001458077535576,0.0,0.0,
2021-08-22 08:00:00.580,0,0.0008371598682285,0.0,0.0,
2021-08-22 08:00:00.590,0,-0.0017103601408688,0.0,0.0,
2021-08-22 08:00:00.600,0,0.0075969026824178,0.0,0.0,
2021-08-22 08:00:00.610,0,0.0039071301260032,0.0,0.0,
2021-08-22 08:00:00.620,0,-0.0013295075394406,0.0,0.0,
2021-08-22 08:00:00.630,0,-0.0017282723635236,0.0,0.0,
2021-08-22 08:00:00.640,0,-0.0050531689083624,0.0,0.0,
2021-08-22 08:00:00.650,0,0.0041337461834466,0.0,0.0,
2021-08-22 08:00:00.660,0,0.0016022229381339,0.0,0.0,
2021-08-22 08:00:00.670,0,0.0029074228315167,0.0,0.0,
2021-08-22 08:00:00.680,0,0.0003378442038251,0.0,0.0,
2021-08-22 08:00:00.690,0,0.0029043695032866,0.0,0.0,
2021-08-22 08:00:00.700,0,-0.00015444264964200002,0.0,0.0,
2021-08-22 08:00:00.710,0,0.0007472138362264,0.0,0.0,
2021-08-22 08:00:00.720,0,0.0021874728052997,0.0,0.0,
2021-08-22 08:00:00.730,0,-0.0042528412903012,0.0,0.0,
2021-08-22 08:00:00.740,0,-0.0012911951621521,0.0,0.0,
2021-08-22 08:00:00.750,0,-0.000251227365611,0.0,0.0,
2021-08-22 08:00:00.760,0,-0.0030590113278177,0.0,0.0,
2021-08-22 08:00:00.770,0,0.0002763089678106,0.0,0.0,
2021-08-22 08:00:00.780,0,-0.0050454957271952,0.0,0.0,
2021-08-22 08:00:00.790,0,-0.0032938914778935,0.0,0.0,
2021-08-22 08:00:00.800,0,-0.004361086556951999,0.0,0.0,
2021-08-22 08:00:00.810,0,0.0020786853162881,0.0,0.0,
2021-08-22 08:00:00.820,0,0.0011496527584746,0.0,0.0,
2021-08-22 08:00:00.830,0,-0.003775274358285,0.0,0.0,
2021-08-22 08:00:00.840,0,-0.0034465916406450003,0.0,0.0,
2021-08-22 08:00:00.850,0,-0.0011892583081754,0.0,0.0,
2021-08-22 08:00:00.860,0,0.0024419113809027,0.0,0.0,
2021-08-22 08:00:00.870,0,-0.0012560536055808,0.0,0.0,
2021-08-22 08:00:00.880,0,-0.00302068737548,0.0,0.0,
2021-08-22 08:00:00.890,0,0.003597738892038,0.0,0.0,
2021-08-22 08:00:00.900,0,0.0032600796953396,0.0,0.0,
2021-08-22 08:00:00.910,0,-0.0025060162622632,0.0,0.0,
2021-08-22 08:00:00.920,0,-0.0014453235705382,0.0,0.0,
2021-08-22 08:00:00.930,0,0.0044841927699049,0.0,0.0,
2021-08-22 08:00:00.940,0,0.0001634934422467,0.0,0.0,
2021-08-22 08:00:00.950,0,0.007683253462680999,0.0,0.0,
2021-08-22 08:00:00.960,0,0.0008229756768919,0.0,0.0,
2021-08-22 08:00:00.970,0,0.0029727816940437,0.0,0.0,
2021-08-22 08:00:00.980,0,-0.0040315828058351,0.0,0.0,
2021-08-22 08:00:00.990,0,0.0011420626754108,0.0,0.0,
2021-08-22 08:00:01.000,1,-0.0003070945913446,0.0,0.0,
2021-08-22 08:00:01.010,1,-0.0031806956683164,0.0,0.0,
2021-08-22 08:00:01.020,1,-0.0025160052573261,0.0,0.0,
2021-08-22 08:00:01.030,1,-0.0029999003296431,0.0,0.0,
2021-08-22 08:00:01.040,1,-0.0024705397450103,0.0,0.0,
2021-08-22 08:00:01.050,1,0.0019943456862958,0.0,0.0,
2021-08-22 08:00:01.060,1,0.0039881057314409,0.0,0.0,
2021-08-22 08:00:01.070,1,-0.0055622308675016,0.0,0.0,
2021-08-22 08:00:01.080,1,0.0031653247835942,0.0,0.0,
2021-08-22 08:00:01.090,1,0.0067240122490248,7.053224197171266,0.0,
2021-08-22 08:00:01.100,1,0.0168684614013743,26.806750731476413,0.0,
2021-08-22 08:00:01.110,1,0.0606089468634544,57.693779955438096,0.0,
2021-08-22 08:00:01.120,1,0.1159097130681607,98.63600917412377,0.0,
2021-08-22 08:00:01.130,1,0.1305345294266685,149.17437455756576,0.0,
2021-08-22 08:00:01.140,1,0.1733636794330031,202.1847593884855,0.0,
2021-08-22 08:00:01.150,1,0.2963815079229409,265.4026498620563,0.0,
2021-08-22 08:00:01.160,1,0.2921868845703692,328.2776390697196,0.0,
2021-08-22 08:00:01.170,1,0.3905584219379282,398.6495729444075,0.0,
2021-08-22 08:00:01.180,1,0.4162035912240013,468.97021643122076,0.0,
2021-08-22 08:00:01.190,1,0.4502760208506533,540.8178813558676,0.0,
2021-08-22 08:00:01.200,1,0.6521998712273966,612.3873968609582,0.0,
2021-08-22 08:00:01.210,1,0.6752935001796767,688.9419184328798,0.0,
2021-08-22 08:00:01.220,1,0.6356840949001162,752.3249855268747,0.0,
2021-08-22 08:00:01.230,1,0.6010079163237473,831.7407052117137,0.0,
2021-08-22 08:00:01.240,1,0.9070299446075404,896.1983290646547,0.0,
2021-08-22 08:00:01.250,1,0.7881502216568008,963.0945113925073,0.0,
2021-08-22 08:00:01.260,1,0.9850013769338688,1016.3419823152852,0.0,
2021-08-22 08:00:01.270,1,0.8941143608555776,1083.3967765348268,0.0,
2021-08-22 08:00:01.280,1,0.8961658115898583,1136.653484467971,0.0,
2021-08-22 08:00:01.290,1,0.99135046919945,1178.3032378209778,0.0,
2021-08-22 08:00:01.300,1,0.9073944744426352,1244.804936684112,0.0,
2021-08-22 08:00:01.310,1,1.0294070640027106,1282.7850773290695,0.0,
2021-08-22 08:00:01.320,1,1.1033369643710011,1320.8613930712904,0.0,
2021-08-22 08:00:01.330,1,1.2561334758204397,1359.839725289069,0.0,
2021-08-22 08:00:01.340,1,1.4970754009782177,1384.9440569280764,0.0,
2021-08-22 08:00:01.350,1,1.2915541571441431,1423.1673325325432,0.0,
2021-08-22 08:00:01.360,1,1.2135351140347972,1464.9104373538105,0.0,
2021-08-22 08:00:01.370,1,1.3472293335571108,1479.2415258489573,0.0,
2021-08-22 08:00:01.380,1,1.5421528577856365,1517.2853354193744,0.0,
2021-08-22 08:00:01.390,1,1.673502149266902,1527.4537589887652,0.0,
2021-08-22 08:00:01.400,1,1.26906491252918,1550.766298218845,0.0,
2021-08-22 08:00:01.410,1,1.321552066749802,1545.1472066195777,0.0,
2021-08-22 08:00:01.420,1,1.7811992350494217,1583.337125793334,0.0,
2021-08-22 08:00:01.430,1,1.8211859073271808,1575.5283420868632,0.0,
2021-08-22 08:00:01.440,1,1.640546834442098,1590.4020354729935,0.0,
2021-08-22 08:00:01.450,1,1.5706622766311011,1606.9872049544174,0.0,
2021-08-22 08:00:01.460,1,1.7292023120398348,1601.3882017757987,0.0,
2021-08-22 08:00:01.470,1,1.4483879387838876,1612.7223022573748,0.0,
2021-08-22 08:00:01.480,1,1.897527696570047,1609.8347074478766,0.0,
2021-08-22 08:00:01.490,1,1.3834218688892408,1612.1800156889228,0.0,
2021-08-22 08:00:01.500,1,1.7791655640122357,1609.7425220343705,0.0,
2021-08-22 08:00:01.510,1,1.960735523685461,1600.0151775524814,0.0,
2021-08-22 08:00:01.520,1,1.772221114902831,1591.8160217948569,0.0,
2021-08-22 08:00:01.530,1,1.624757799753325,1580.9428700753851,0.0,
2021-08-22 08:00:01.540,1,1.6942966389675518,1581.9661528864124,0.0,
2021-08-22 08:00:01.550,1,1.886029250061636,1583.1476028665186,0.0,
2021-08-22 08:00:01.560,1,1.9480118398395656,1575.6902192644309,0.0,
