x,y
0.0,0.0
0.10101010101010101,0.504192101290523
0.20202020202020202,1.0032442826134271
0.30303030303030304,1.4920690222382054
0.40404040404040403,1.965683060741649
0.5050505050505051,2.419258202189673
0.6060606060606061,2.8481705345448285
0.7070707070707071,3.2480475675285323
0.8080808080808081,3.6148128073973016
0.9090909090909091,3.9447273142212866
1.0101010101010102,4.234427818014917
1.1111111111111112,4.480961005149782
1.2121212121212122,4.681813625521424
1.3131313131313131,4.834938113546498
1.4141414141414141,4.9387734618004195
1.5151515151515151,4.992261134501947
1.6161616161616161,4.994855858616784
1.7171717171717171,4.9465311825717
1.8181818181818181,4.847779745911619
1.9191919191919191,4.699608257150656
2.0202020202020203,4.503527231014777
2.121212121212121,4.261535589698377
2.2222222222222223,3.9761002851152454
2.323232323232323,3.650131149882232
2.4242424242424243,3.2869512334138773
2.525252525252525,2.8902629255328662
2.6262626262626263,2.4641102129446173
2.727272727272727,2.012837453347483
2.8282828282828283,1.5410450874503843
2.929292929292929,1.0535427403859645
3.0303030303030303,0.5553001906206486
3.131313131313131,0.05139670620267349
3.2323232323232323,-0.4530307351670387
3.3333333333333335,-0.9528398143774269
3.4343434343434343,-1.4429352936021622
3.5353535353535355,-1.9183209590305617
3.6363636363636362,-2.3741505541111976
3.7373737373737375,-2.8057771840760086
3.8383838383838382,-3.2088006880969386
3.9393939393939394,-3.5791124961459504
4.040404040404041,-3.912937513271011
4.141414141414141,-4.20687260430435
4.242424242424242,-4.457921286675701
4.343434343434343,-4.663524277659167
4.444444444444445,-4.821585584643891
4.545454545454545,-4.930493872454648
4.646464646464646,-4.989138889896063
4.747474747474747,-4.996922788062179
4.848484848484849,-4.953766215028386
4.94949494949495,-4.860109124794167
5.05050505050505,-4.716906292229998
5.151515151515151,-4.5256175797506835
5.252525252525253,-4.288193054940258
5.353535353535354,-4.007053110844849
5.454545454545454,-3.6850637915945668
5.555555555555555,-3.325507574894112
5.656565656565657,-2.9320499092361754
5.757575757575758,-2.5087018469695566
5.858585858585858,-2.059779154154314
5.959595959595959,-1.5898583140530933
6.0606060606060606,-1.1037298727753169
6.161616161616162,-0.6063496026858338
6.262626262626262,-0.10278798143630032
6.363636363636363,0.4018214983514087
6.4646464646464645,0.9023346617995547
6.565656565656566,1.3936490933877865
6.666666666666667,1.8707561528560999
6.767676767676767,2.3287920351282585
6.8686868686868685,2.7630873537320295
6.96969696969697,3.1692147422445287
7.070707070707071,3.543033988496091
7.171717171717171,3.8807342414179025
7.2727272727272725,4.178872860261294
7.373737373737374,4.434410510145394
7.474747474747475,4.644742146156257
7.575757575757575,4.807723570134118
7.6767676767676765,4.921693289419117
7.777777777777778,4.985489454719374
7.878787878787879,4.998461704430558
7.979797979797979,4.960477794661614
8.080808080808081,4.8719249473776784
8.181818181818182,4.733705902916771
8.282828282828282,4.547229717122313
8.383838383838384,4.314397396908918
8.484848484848484,4.037582520697812
8.585858585858587,3.719607041284222
8.686868686868687,3.3637125178113236
8.787878787878787,2.973527070122487
8.88888888888889,2.5530283923714148
8.98989898989899,2.1065032029430344
9.09090909090909,1.638503544067499
9.191919191919192,1.153800376625259
9.292929292929292,0.6573349432147921
9.393939393939394,0.1541683953057049
9.494949494949495,-0.35056980200323384
9.595959595959595,-0.8517341616404825
9.696969696969697,-1.34421562955192
9.797979797979798,-1.8229936682794432
9.8989898989899,-2.283187438168869
10.0,-2.7201055544468495
